,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
990,2019-01-01 12:33:50,2229378226512508,fraud_Gaylord-Powlowski,home,83.06,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,4f1eed06d0bf56877ac5b21d1ffd39e0,1325421230,43.016205,-90.796644,0
991,2019-01-01 12:35:50,4996263498048679,"fraud_Prosacco, Kreiger and Kovacek",home,3.13,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,6e8e6642a7745cc089a12016bf5c3f10,1325421350,41.918079,-123.52413100000001,0
992,2019-01-01 12:37:48,3545109339866548,fraud_Eichmann-Kilback,home,114.11,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,c81abf0e3ff96e25e1cc8fbc8e896c83,1325421468,33.908128999999995,-89.693832,0
993,2019-01-01 12:38:21,30234966027947,fraud_O'Hara-Wilderman,food_dining,105.47,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,1bf8466e33eee01ec62be529a1866b77,1325421501,44.21523,-88.792643,0
994,2019-01-01 12:38:37,4467456915153312231,fraud_Terry Ltd,home,27.34,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,1966-09-16,1bf15a4132022bcba514ebfaafd47c39,1325421517,28.095758,-82.20629699999999,0
995,2019-01-01 12:38:38,6592243974328236,fraud_Beier and Sons,home,43.73,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,c5f6d4b1ac5f1caba326608f0cf293fa,1325421518,32.744104,-87.025559,0
996,2019-01-01 12:39:18,4653879239169997,fraud_Pouros-Haag,shopping_pos,7.98,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,bc909cd211ddb4d3f6511abee1423324,1325421558,37.787593,-85.931895,0
997,2019-01-01 12:39:27,38588538868506,fraud_O'Keefe-Wisoky,food_dining,2.86,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,c882715837e35bc8a69be786678ea147,1325421567,29.273326,-104.007592,0
998,2019-01-01 12:39:46,5154903938030655,fraud_Mohr-Bayer,shopping_net,41.23,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1993-10-05,368a6a87fcbe04ab4f040e35e3b7d734,1325421586,36.890125,-80.382986,0
999,2019-01-01 12:40:54,213161869125933,"fraud_Dare, Fritsch and Zboncak",health_fitness,37.94,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,dd5d77e8497c6f630f10ecef4041d97d,1325421654,45.034543,-70.928315,0
1000,2019-01-01 12:41:17,5559857416065248,"fraud_Berge, Kautzer and Harris",personal_care,88.7,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,1f4c10dd875868477f2cb5822795b5b8,1325421677,41.586814000000004,-123.16098000000001,0
1001,2019-01-01 12:41:20,36722699017270,"fraud_Quitzon, Green and Bashirian",shopping_pos,2.72,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,7c2a58a8385f1947e3589e51e706b70f,1325421680,32.469997,-110.69136200000001,0
1002,2019-01-01 12:41:24,341283058448499,fraud_Zboncak Ltd,food_dining,3.64,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,bc8cb18898c2a00429d0ea17d0f1a0b2,1325421684,31.887273999999998,-84.818212,0
1003,2019-01-01 12:41:33,4742883543039288059,fraud_Roberts-Beahan,misc_pos,9.32,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,532b525538d4cf450876c4dec3c7d6ab,1325421693,20.515285000000002,-155.739146,0
1004,2019-01-01 12:42:44,4681699462969,fraud_Volkman-Predovic,shopping_net,3.08,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,6966b83b043290cd89d03045655c368b,1325421764,35.814491,-87.1656,0
1005,2019-01-01 12:43:35,5127412150261034,fraud_Simonis-Prohaska,misc_pos,107.58,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",1991-02-04,b405e912b205d70bfd0d73ab84afed06,1325421815,39.293971,-77.442266,0
1006,2019-01-01 12:44:01,2269768987945882,fraud_Breitenberg-Hermiston,kids_pets,102.42,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,0972a8f13aceda7d714c28769a4d56af,1325421841,43.119601,-78.67971800000001,0
1007,2019-01-01 12:44:14,60495593109,fraud_Brown Inc,kids_pets,20.29,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,fe2ce09754bacf84ff115c1bab7a8439,1325421854,32.040588,-96.155962,0
1008,2019-01-01 12:44:24,6011438889172900,fraud_Fahey Inc,kids_pets,64.89,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,93946b918398d1f67e5ebbd56f0c9d52,1325421864,35.165667,-91.75701600000001,0
1009,2019-01-01 12:44:57,4956828990005111019,"fraud_Hagenes, Kohler and Hoppe",food_dining,4.07,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,97bfb3a3b451450e8d8c986aaaf6db2b,1325421897,40.999253,-74.621983,0
1010,2019-01-01 12:45:06,2720433095629877,"fraud_Boehm, Block and Jakubowski",misc_pos,1.6,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,863c81c847ab8723f601173754389996,1325421906,43.355724,-70.333731,0
1011,2019-01-01 12:45:42,2254917871818484,fraud_Hermann-Gaylord,misc_pos,359.14,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,88ea20d4d311bbd8b2bb987eedf1e864,1325421942,38.640652,-75.351543,0
1012,2019-01-01 12:45:45,571465035400,"fraud_Mante, Luettgen and Hackett",health_fitness,72.61,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,e41042536c148f8dbe7011201638ab90,1325421945,43.866236,-108.18443700000002,0
1013,2019-01-01 12:46:43,6511349151405438,fraud_Thompson-Gleason,health_fitness,16.99,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,14667ea5d9e5858d9edf9e46fcb91a4b,1325422003,39.39999,-114.165521,0
1014,2019-01-01 12:46:44,3543299015720986,"fraud_Turcotte, Batz and Buckridge",health_fitness,12.93,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,983dd96d330943316c16542ef3b013e4,1325422004,36.352098,-82.61206700000001,0
1015,2019-01-01 12:46:45,4069975342931683,fraud_Beier-Hyatt,shopping_pos,9.52,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,fe89a53df6c6d9761f22e18a5fd066fc,1325422005,38.628875,-82.321074,0
1016,2019-01-01 12:47:15,4996263498048679,"fraud_Goyette, Howell and Collier",shopping_pos,3.7,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,0f37daac19e4121adac32c0a10f4b697,1325422035,41.64788,-124.744747,0
1017,2019-01-01 12:47:15,60416207185,"fraud_Jones, Sawayn and Romaguera",misc_net,7.27,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,98e3dcf98101146a577f85a34e58feec,1325422035,43.974711,-109.741904,0
1018,2019-01-01 12:47:17,4810789809665942990,fraud_Pollich LLC,home,45.7,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,abc6308425782458467ae61a0f2ed7b0,1325422037,39.257495,-83.701176,0
1019,2019-01-01 12:49:38,4223708906367574214,fraud_Gulgowski LLC,home,64.61,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,9bb8131db639f2ee0431b88b31a54624,1325422178,38.501224,-83.836043,0
1020,2019-01-01 12:50:07,3589255887819806,"fraud_Schaefer, Fay and Hilll",entertainment,35.28,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,2fc56a6b95436546a89adab264391e13,1325422207,38.714695,-78.39218699999999,0
1021,2019-01-01 12:50:09,3599237318576484,fraud_Medhurst Inc,home,40.62,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932-11-19,dc53e87a01c1de70a287d3fe8c48502d,1325422209,36.844537,-85.930413,0
1022,2019-01-01 12:50:14,30181367542315,fraud_Bode-Schuster,kids_pets,109.06,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953-12-25,5089ffa656bebaca749b9b970f40149c,1325422214,43.729748,-120.13096000000002,0
1023,2019-01-01 12:51:40,4613314721966,"fraud_O'Connell, Botsford and Hand",home,71.03,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,ec78ae12af778ef797c8f9ee88c8eafd,1325422300,35.773439,-80.895816,0
1024,2019-01-01 12:51:43,30518196150127,fraud_Connelly-Carter,home,102.48,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",1975-06-02,580acdf625e5f6e3e3d87d1026bc7600,1325422303,39.397946000000005,-86.69665400000001,0
1025,2019-01-01 12:52:19,4328928491302401,fraud_Kuhic LLC,shopping_net,266.91,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,4a57f2c456f6b0ed222fd1f545689c83,1325422339,42.866361,-87.436966,0
1026,2019-01-01 12:52:28,4181833256558613886,fraud_Gottlieb-Hansen,personal_care,3.65,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,9661da49b30fedc727d315cddd5e9699,1325422348,36.849101,-104.80708800000001,0
1027,2019-01-01 12:53:45,3533742182628021,"fraud_Schroeder, Wolff and Hermiston",travel,9.65,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,c093505dbe1882543c7ce198ea056188,1325422425,32.081388000000004,-80.10258499999999,0
1028,2019-01-01 12:54:09,4988304376504,"fraud_Hettinger, McCullough and Fay",home,35.15,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,3d712599103cdb7ebc4474d900c13794,1325422449,40.84301,-74.559784,0
1029,2019-01-01 12:54:25,36078114201167,"fraud_Pouros, Walker and Spencer",kids_pets,2.31,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,f6b49d6d37ae57248ae7bb2043766f78,1325422465,37.71969,-83.814198,0
1030,2019-01-01 12:54:36,3576431665303017,fraud_Kub PLC,personal_care,215.27,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,69594a3099154547d6c1712c1d52d37f,1325422476,33.58785,-111.796899,0
1031,2019-01-01 12:55:00,2264937662466770,"fraud_Quitzon, Green and Bashirian",shopping_pos,1.24,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,19544cc49d8bdff5214a83d354ade4bf,1325422500,29.929382,-99.337814,0
1032,2019-01-01 12:55:23,213178765398315,fraud_Watsica LLC,personal_care,4.31,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,e2ae9911ffdda9776dabf41e16beda9c,1325422523,43.96206,-108.042065,0
1033,2019-01-01 12:55:51,6564459919350820,fraud_Stiedemann Ltd,food_dining,59.06,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1958-09-10,4bf0199c6f00d4d72568fff512aa1cf6,1325422551,42.038171999999996,-89.81033199999999,0
1034,2019-01-01 12:56:03,4981132848794,"fraud_Nicolas, Hills and McGlynn",entertainment,1.42,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,e5f0b0ad48953e907ba91bb6a8871c30,1325422563,40.515755,-80.239521,0
1035,2019-01-01 12:56:17,4334230547694630,"fraud_Hauck, Dietrich and Funk",kids_pets,44.21,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,2d51fc0937644072fe09e1cd998a006e,1325422577,43.329384999999995,-111.772465,0
1036,2019-01-01 12:56:22,4997733566924489,fraud_Labadie LLC,personal_care,48.62,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,dd0c1ca8c173cc6f5b0ce118b77aee9a,1325422582,45.544686999999996,-92.02464300000001,0
1037,2019-01-01 12:58:19,4173950183554608,fraud_Dickinson-Rempel,misc_pos,4.2,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,8af8bdf87ac2db6bdd032b5bd511d9ed,1325422699,40.151565000000005,-74.369371,0
1038,2019-01-01 12:58:56,4646845581490336108,fraud_Friesen Inc,shopping_pos,21.28,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,1f199e00b3ee6ab29443b664a4fdfa55,1325422736,41.379034999999995,-73.772712,0
1039,2019-01-01 12:59:20,30135235368675,"fraud_Crist, Jakubowski and Littel",home,74.22,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,d355c6d214ff0ff59c941504ec72ee79,1325422760,38.442726,-94.42199000000001,0
1040,2019-01-01 13:00:02,4807552641361,"fraud_Hodkiewicz, Prohaska and Paucek",travel,2.94,Kimberly,Castro,F,588 Smith Lights Suite 786,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,1954-01-29,5507b1b69ecb2caf365efef7c55d0ecd,1325422802,40.108156,-84.400604,0
1041,2019-01-01 13:00:39,60495593109,"fraud_McDermott, Osinski and Morar",home,67.19,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,e354c2e73e5448f5886f5cd69bad5587,1325422839,32.02622,-96.179015,0
1042,2019-01-01 13:01:25,4003989662068504,fraud_Fritsch and Sons,health_fitness,9.95,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,830e475c50377e4de241060ea80d126f,1325422885,32.749836,-87.656536,0
1043,2019-01-01 13:02:10,4716561796955522,"fraud_Baumbach, Feeney and Morar",shopping_net,2.55,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,979972c4f901e2b939cda1d2667520e9,1325422930,47.973642,-113.597641,0
1044,2019-01-01 13:04:22,3547560454237873,"fraud_Konopelski, Schneider and Hartmann",food_dining,45.19,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,66bbb89598d7f9ac8cbedc430a97bd97,1325423062,45.196791,-86.877691,0
1045,2019-01-01 13:04:25,571365235126,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,177.82,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,26e9b361f78724f145faedaaad9da0c3,1325423065,45.105736,-87.08646800000001,0
1046,2019-01-01 13:04:34,4761403817546679245,fraud_Gleason-Macejkovic,shopping_net,1.13,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,ad326807600417e56f25aa7c49a4a6f4,1325423074,36.787512,-91.931081,0
1047,2019-01-01 13:04:36,4412720572684931,"fraud_Windler, Goodwin and Kovacek",home,78.97,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,4fcc04a056e00b69e5df4555f4f6cd95,1325423076,37.674054,-75.57240300000001,0
1048,2019-01-01 13:05:01,4861310130652566408,fraud_Pfeffer and Sons,shopping_pos,8.32,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,816f06e920b4f2ca19f93873f8f0850e,1325423101,30.477743,-91.166837,0
1049,2019-01-01 13:05:06,4716561796955522,"fraud_Yost, Schamberger and Windler",kids_pets,73.46,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,8a439c0ff5c18dca2efcbc7ab651b85b,1325423106,48.833502,-112.95900400000001,0
1050,2019-01-01 13:06:14,3577794103155425,"fraud_Reichert, Huels and Hoppe",shopping_net,6.23,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1994-11-12,1071a861baeb0b8912c58a03c82bfdab,1325423174,47.732838,-96.663555,0
1051,2019-01-01 13:06:24,4451952084362894,fraud_Schoen-Quigley,kids_pets,58.08,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,82c44e24abcb424ea342b2e0209ee91c,1325423184,33.661916999999995,-102.227336,0
1052,2019-01-01 13:06:44,4874017206859125,"fraud_Metz, Russel and Metz",kids_pets,197.7,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,5d2223325a5c3fb2567bca7bab674f5f,1325423204,44.84209,-122.089726,0
1053,2019-01-01 13:07:25,30029052116970,fraud_Erdman-Durgan,health_fitness,63.6,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,4411dc471d2701559f0b879911205ef7,1325423245,42.007058,-78.408407,0
1054,2019-01-01 13:07:25,3520550088202337,fraud_Heathcote LLC,shopping_net,106.7,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,c091df34fe7eddc0b419e6374d8aea66,1325423245,48.293440000000004,-89.552853,0
1055,2019-01-01 13:07:33,30434173205605,"fraud_Bahringer, Bergnaum and Quitzon",home,106.65,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,c9df02be0b8e5207cef6d85ecf9f1b6f,1325423253,43.617342,-122.71591799999999,0
1056,2019-01-01 13:08:18,5359543825610251,fraud_Veum-Koelpin,travel,2.28,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,bd017b417542c7795a1cb6d02f04cbcb,1325423298,45.996627000000004,-111.048677,0
1057,2019-01-01 13:08:26,2283743876903625,"fraud_Becker, Harris and Harvey",personal_care,16.67,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,be551f58631f6af25e8590ac5bb97605,1325423306,33.282548,-84.764595,0
1058,2019-01-01 13:08:40,180046765320457,fraud_Monahan-Morar,personal_care,7.57,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963-06-30,515649324af558da088cec88d8ea10ac,1325423320,41.369253,-81.696043,0
1059,2019-01-01 13:09:58,3583293909206278,"fraud_Kihn, Abernathy and Douglas",shopping_net,4.85,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",1978-09-30,f045242b4d3a9409c0744bb2a17480c4,1325423398,35.377937,-106.62151999999999,0
1060,2019-01-01 13:10:34,213163860545705,fraud_Johns Inc,entertainment,70.05,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,8cb890c4c47dcb4e056dc62a90b4f677,1325423434,33.926347,-82.275657,0
1061,2019-01-01 13:11:08,4294930380592,fraud_Mosciski Group,travel,4.92,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,f2a7e43fd31a05e3f450fba3de782ba8,1325423468,38.174527000000005,-81.005397,0
1062,2019-01-01 13:11:47,3549202406645667,fraud_Abbott-Steuber,personal_care,72.74,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,a191cfefdbba0eeb9c0f2305387853f7,1325423507,43.995784,-71.274235,0
1063,2019-01-01 13:11:57,213178850083780,fraud_Padberg-Rogahn,entertainment,81.67,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1976-10-18,3e7217f3499fa2b8616b800aa8edabce,1325423517,45.184296999999994,-118.77953400000001,0
1064,2019-01-01 13:12:07,4761403817546679245,fraud_Schaefer Ltd,kids_pets,17.88,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,b4c124e00f990dd921751d968a6b44a5,1325423527,36.136269,-92.393578,0
1065,2019-01-01 13:13:15,3558881852140592,fraud_Dibbert-Green,entertainment,57.26,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",1957-03-28,6349378a3faf02e2c4bdf2fd706c0b62,1325423595,36.130873,-111.009704,0
1066,2019-01-01 13:13:39,675945690716,fraud_Erdman-Durgan,health_fitness,83.81,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,758191c99b7d3e95a95359c4959c9c6d,1325423619,41.15511,-80.305675,0
1067,2019-01-01 13:13:40,180065479077096,fraud_Weimann-Lockman,kids_pets,138.54,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,3e124984f82bb45a2179eb030c8bc8da,1325423620,40.121986,-77.84758000000001,0
1068,2019-01-01 13:14:00,4301028321766222513,"fraud_Mante, Luettgen and Hackett",health_fitness,74.06,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,50bd13e2c633ad88c7f1c9e844c4eea8,1325423640,41.183009999999996,-79.80893499999999,0
1069,2019-01-01 13:14:37,502038091380,fraud_Nienow PLC,entertainment,68.58,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,20880c46bb7e341cabbbdf36d71ad084,1325423677,37.415939,-92.949237,0
1070,2019-01-01 13:14:46,376028110684021,fraud_Kub-Heaney,health_fitness,77.51,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,38c33070fc07654c5b17d81704baded1,1325423686,40.759427,-93.539051,0
1071,2019-01-01 13:15:16,676173792455,"fraud_McDermott, Osinski and Morar",home,125.02,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,831d376770359dca4bc7142261ca3db2,1325423716,34.052299,-119.426588,0
1072,2019-01-01 13:15:22,4070511711385545,fraud_Terry Ltd,home,35.59,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",1967-04-09,3a997386af904306de83245a70c54f26,1325423722,28.509698999999998,-98.62921899999999,0
1073,2019-01-01 13:17:09,3501509250702469,fraud_Zulauf LLC,personal_care,5.93,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,0c3ff757a5f4c9bfdfda6f78c2bf2277,1325423829,25.478181,-81.729029,0
1074,2019-01-01 13:17:17,343668971234893,fraud_Ratke and Sons,health_fitness,43.04,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,6cd1dd27644ff3639e7d3f97ec9627cc,1325423837,34.927867,-79.916499,0
1075,2019-01-01 13:17:57,213180742685905,fraud_Jakubowski Inc,home,17.6,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,59f9f4574e29c78e556ad74d941a1df1,1325423877,39.704205,-124.787554,0
1076,2019-01-01 13:18:49,4742883543039288059,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,5.35,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,c691a3e01642d209e5deb426a7eea70c,1325423929,19.599726,-155.337647,0
1077,2019-01-01 13:20:20,3559160581764413,fraud_Beer-Jast,kids_pets,48.95,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,a5b54f147a83e87c3103922d787d9d97,1325424020,42.970203999999995,-79.093014,0
1078,2019-01-01 13:20:33,4079773899158,fraud_Kautzer and Sons,personal_care,8.2,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,e141a779c3b646a1663f226cdee47d2f,1325424033,43.749837,-116.684895,0
